# elapsed, speed,x,y,z,roll,pitch,yaw,heading,new yaw, gForceX,gForceY,gForceZ,quatX,quatY,quatZ,quatW
11.642,3.778,-0.066,-0.328,-0.515,0.001,0.024,0.017,-0.817,-0.116,0.997,-0.004,-0.018,0.402,0.009,0.916
11.709,3.803,-0.065,-0.330,-0.515,0.001,0.024,0.021,-0.796,-0.118,0.997,-0.004,-0.018,0.392,0.009,0.920
11.774,3.827,-0.064,-0.332,-0.516,0.001,0.024,0.021,-0.775,-0.119,0.997,-0.004,-0.018,0.382,0.009,0.924
11.829,3.848,-0.066,-0.334,-0.516,0.001,0.024,0.017,-0.758,-0.121,0.997,-0.004,-0.018,0.374,0.009,0.927
11.896,3.872,-0.065,-0.336,-0.517,0.001,0.025,0.021,-0.737,-0.122,0.997,-0.004,-0.018,0.365,0.009,0.931
11.962,3.898,-0.062,-0.337,-0.517,0.001,0.025,0.021,-0.716,-0.123,0.997,-0.004,-0.019,0.355,0.009,0.935
12.017,3.919,-0.058,-0.338,-0.518,0.001,0.025,0.018,-0.698,-0.124,0.997,-0.003,-0.019,0.347,0.009,0.938
12.085,3.945,-0.061,-0.340,-0.518,0.001,0.025,0.021,-0.677,-0.126,0.997,-0.004,-0.019,0.337,0.009,0.941
12.152,3.970,-0.061,-0.342,-0.519,0.001,0.025,0.021,-0.656,-0.127,0.997,-0.004,-0.019,0.327,0.009,0.945
12.207,3.992,-0.057,-0.342,-0.519,0.001,0.025,0.018,-0.638,-0.127,0.997,-0.003,-0.019,0.318,0.009,0.948
12.273,4.018,-0.056,-0.344,-0.519,0.001,0.026,0.021,-0.617,-0.128,0.997,-0.003,-0.020,0.308,0.008,0.951
12.328,4.040,-0.055,-0.345,-0.520,0.001,0.026,0.018,-0.599,-0.130,0.997,-0.003,-0.020,0.300,0.008,0.954
12.395,4.066,-0.054,-0.346,-0.520,0.001,0.026,0.021,-0.578,-0.130,0.997,-0.003,-0.020,0.290,0.008,0.957
12.460,4.093,-0.058,-0.348,-0.521,0.001,0.026,0.021,-0.558,-0.132,0.997,-0.003,-0.020,0.280,0.008,0.960
12.528,4.120,-0.053,-0.348,-0.521,0.001,0.026,0.021,-0.537,-0.132,0.997,-0.003,-0.020,0.269,0.008,0.963
12.584,4.142,-0.056,-0.350,-0.522,0.002,0.026,0.018,-0.519,-0.133,0.997,-0.003,-0.020,0.261,0.008,0.965
12.651,4.169,-0.054,-0.351,-0.522,0.002,0.026,0.021,-0.498,-0.134,0.997,-0.003,-0.021,0.251,0.008,0.968
12.707,4.192,-0.051,-0.351,-0.523,0.002,0.026,0.018,-0.480,-0.134,0.997,-0.003,-0.021,0.242,0.008,0.970
12.773,4.219,-0.049,-0.352,-0.524,0.002,0.027,0.021,-0.460,-0.136,0.997,-0.002,-0.021,0.232,0.008,0.973
12.840,4.247,-0.047,-0.353,-0.524,0.002,0.027,0.021,-0.439,-0.136,0.997,-0.002,-0.021,0.222,0.008,0.975
12.895,4.269,-0.044,-0.353,-0.525,0.002,0.027,0.017,-0.422,-0.136,0.997,-0.002,-0.021,0.213,0.007,0.977
12.961,4.297,-0.047,-0.355,-0.525,0.002,0.027,0.021,-0.401,-0.138,0.997,-0.002,-0.021,0.203,0.007,0.979
13.028,4.324,-0.045,-0.356,-0.526,0.002,0.027,0.021,-0.380,-0.139,0.998,-0.002,-0.021,0.193,0.007,0.981
13.083,4.347,-0.047,-0.358,-0.526,0.002,0.027,0.017,-0.363,-0.140,0.998,-0.002,-0.021,0.184,0.007,0.983
13.151,4.375,-0.045,-0.358,-0.527,0.002,0.027,0.020,-0.343,-0.140,0.998,-0.002,-0.021,0.174,0.007,0.985
13.207,4.398,-0.044,-0.358,-0.527,0.002,0.027,0.017,-0.326,-0.141,0.998,-0.002,-0.021,0.165,0.007,0.986
13.274,4.426,-0.049,-0.360,-0.528,0.002,0.027,0.021,-0.305,-0.142,0.998,-0.002,-0.022,0.155,0.007,0.988
13.328,4.449,-0.048,-0.360,-0.528,0.002,0.027,0.017,-0.288,-0.142,0.998,-0.002,-0.022,0.146,0.006,0.989
